text,富强,民主,文明,和谐,自由,平等,公正,法治,爱国,敬业,诚信,友善
第二十四次中国—欧盟领导人会晤日前在北京成功举行。习近平主席会见来华举行会晤的欧洲理事会主席米歇尔和欧盟委员会主席冯德莱恩，李强总理同米歇尔、冯德莱恩共同主持会晤。此次会晤恰逢中欧建立全面战略伙伴关系20周年，具有承前启后的重要意义。双方就中欧关系中的战略性、全球性议题深入交流，为中欧关系指方向、画蓝图、提信心、增动力，发出了共同努力推动中欧关系进一步向前发展的积极信号，引领中欧关系校准航向再出发。中欧应保持双方关系战略稳定。习近平主席强调，双方要总结历史经验，把握世界大势，坚持全面战略伙伴关系正确定位。双方要树立正确认知，增进理解互信，重信守义，一心一意发展关系，不能因为制度不同就视彼此为对手，不能因为出现竞争就减少合作，不能因为存在分歧就进行对抗。米歇尔和冯德莱恩表示，欧中合作是互惠平等的，管理好、发展好欧中关系，直接关乎双方人民利益，也关乎世界的繁荣与安全。欧方高度重视同中国的关系，不希望同中国脱钩，期待同中国发展长期稳定、可预测、可持续发展的关系，希望通过此次欧中领导人会晤为未来欧中关系发展注入新的动力。,0,0,0,1,0,0,0,0,0,0,1,0
第九届世界华语辩论锦标赛总决赛24日下午在故宫博物院举行。西南政法大学和清华大学围绕“幸福是主观的还是客观的”这一辩题展开辩论，最终西南政法大学代表队获得总冠军。人民日报社副总编辑兼海外版总编辑许正中出席。世界华语辩论锦标赛由人民日报社新媒体中心与南京市建邺区委宣传部、共青团南京市建邺区委员会、君和青年文化交流协会联合主办。本届赛事共有12个国家和地区的535所高校参赛。赛事国际化特色明显。业内人士指出，众多海外高校热情参与，体现了华语辩论的魅力越来越大，也充分彰显了中文的世界影响力和包容性。人民日报客户端和人民日报微博对决赛进行了全程直播，超过5300万人次通过直播观看了辩论赛。,0,0,1,1,0,0,0,0,0,0,0,0
第六号、第七号、第八号、第九号根据中华人民共和国中央军事委员会主席习近平的提名，第十三届全国人民代表大会第一次会议于2018年3月18日决定：许其亮、张又侠为中华人民共和国中央军事委员会副主席；魏凤和、李作成、苗华、张升民为中华人民共和国中央军事委员会委员。现予公告。中华人民共和国第十三届全国人民代表大会第一次会议主席团2018年3月18日于北京第十三届全国人民代表大会第一次会议于2018年3月18日选举杨晓渡为中华人民共和国国家监察委员会主任。现予公告。中华人民共和国第十三届全国人民代表大会第一次会议主席团2018年3月18日于北京第十三届全国人民代表大会第一次会议于2018年3月18日选举周强为中华人民共和国最高人民法院院长。现予公告。中华人民共和国第十三届全国人民代表大会第一次会议主席团2018年3月18日于北京第十三届全国人民代表大会第一次会议于2018年3月18日选举张军为中华人民共和国最高人民检察院检察长。现予公告。中华人民共和国第十三届全国人民代表大会第一次会议主席团2018年3月18日于北京（新华社北京3月18日电）,0,1,0,0,0,0,0,1,0,0,0,0
第六届中国国际物流发展大会10月举行第六届中国国际物流发展大会暨中国国际物流与交通运输产业博览会将于10月17日—18日在河北省石家庄（正定）国际会展中心举行。本届中国国际物流发展大会由中国交通运输协会、国际物流与运输学会、石家庄市人民政府联合举办，以“互联互融·协同发展”为主题，围绕物流枢纽城市建设、投资环境、招商政策、法律法规、物流产业融合发展中存在的热点和难点问题展开分析和探讨。通过开展系列高峰论坛活动，扩大交流、开拓视野、形成共识、促进合作，加快推进我国物流行业健康可持续发展。据悉，本届大会对于将石家庄市建设成为集陆港型、生产服务型、商贸服务型为一体的现代化、国际化的国家物流枢纽承载城市和商贸物流中心城市将起到推动作用。,1,0,0,1,0,0,0,0,0,0,0,0
第七届文明古国论坛部长级会议日前在伊朗首都德黑兰举行，与会各方就加强文化交流合作、推进文化遗产保护和流失文物追索等议题深入交换了意见。会议由伊朗外交部长阿卜杜拉希扬主持，文明古国论坛多个成员国高级别官员出席会议。阿卜杜拉希扬在会议上发表讲话时表示，在文化领域展开合作能够增进论坛成员国的软实力，不同文明之间的合作也有助于解决人类共同面临的问题。通过文明古国论坛，各方致力于让世界变得更加和平、文化取得更大发展。中国文化和旅游部副部长、国家文物局局长李群致辞表示，中国与文明古国论坛成员国在文化、旅游和遗产领域开展丰富合作，为文明传承发展不断注入新动能。中国注重发挥多边机制在文化遗产保护中的重要作用，与伊朗等10国共同发起成立了亚洲文化遗产保护联盟。文明古国论坛由中国和希腊于2017年共同发起，旨在通过对话与交流，促进不同文明间的相互了解和包容。论坛现有10个成员国，包括中国、亚美尼亚、玻利维亚、埃及、希腊、伊朗、伊拉克、意大利、墨西哥、秘鲁。,0,0,1,1,0,0,0,0,0,0,0,0
第七十六届联合国大会主席沙希德在致辞中说，在76任联大主席中只有4位是女性，而联合国秘书长一职一直由男性担任。在性别平等和妇女赋权方面，联合国不能在呼吁在全世界实施黄金标准之时，自己却不能在联合国系统实施这一标准。沙希德呼吁下一任联合国秘书长由女性担任。联合国妇女署执行主任巴胡斯呼吁将妇女和女童置于气候变化和环境政策的核心。她说，气候变化和性别不平等是当今世界面临的两大重要挑战，各国必须勠力应对。联合国妇女地位委员会是联合国经社理事会9个职司委员会之一，致力于在全球范围内加快实现性别平等，每年开会一次。本届会议至3月25日结束。,0,0,0,0,0,1,0,0,0,0,0,0
第三十三届夏季奥运会闭幕，我国体育健儿凯旋。收获40金27银24铜，中国体育代表团取得境外参赛历史最好成绩。优异的成绩，出色的表现，“进一步激发了海内外中华儿女的爱国热情、振奋了民族精神、凝聚了奋进力量”。党中央、国务院在致中国体育代表团的贺电中指出，“我国体育健儿顽强拼搏、奋勇争先、不负使命”“实现了运动成绩和精神文明双丰收，为祖国和人民赢得了荣誉。”这是荡气回肠的历程。一路奋勇争先，“即使你现在让我为我的国家再打3个小时，我也愿意再来一次”。她叫郑钦文，第一位站上奥运会网球单打项目最高领奖台的亚洲运动员。这是激动人心的突破。互相激励、密切配合、共同托举，成就了富有强度、技巧、力量和艺术的表现，“我们的目标是每一秒都精彩”。她们是中国花样游泳队，奥运参赛历史上首次夺金。这是扣人心弦的超越。男子4×100米混合泳接力，最后一棒上演超级大逆转，单棒成绩首次突破46秒大关。“我的这块金牌，献给伟大的祖国”。他叫潘展乐，为中国男子游泳实现两次历史性突破。,0,0,0,0,0,0,0,0,1,1,0,0
第三十三届夏季奥运会上，中国体育代表团取得我国参加夏季奥运会境外参赛历史最好成绩，祖国和人民为他们骄傲，为他们点赞。习近平总书记深刻指出：“中国体育代表团的优异成绩，将中华体育精神和奥林匹克精神发扬光大，让中华民族精神和时代精神交相辉映，生动诠释了新时代中国精神。”精神是一个民族赖以长久生存的灵魂。精神上站得住、站得稳，一个民族就能在历史洪流中屹立不倒、挺立潮头。从我国体育健儿身上，世人感受到了什么是新时代中国精神。这是祖国至上、为国争光的赤子情怀。“为国家荣誉而战，我拼尽全力”，21岁的郑钦文勇夺中国乃至亚洲历史上首枚奥运会网球个人项目金牌；幼年时期便立下“为祖国争光”志向的崔宸曦，创造了中国滑板奥运会历史最好成绩……有网友说得好，最动听的音乐是赛场上的国歌，最美的歌手是唱响国歌的我们。留学归国的王传超，用科技手段讲述中华文明演进历程；当过兵、创过业的李春燕，返乡担任村支书改变家乡贫穷落后面貌……新时代筑梦舞台广阔，一个个奋斗者在各自领域尽展所长、矢志报国，让民族复兴的壮阔征程洋溢英风浩气、充满澎湃动能。这是顽强拼搏、自强不息的必胜信念。奥运赛场上，体育健儿“困难越大，我就越想挑战”“无论如何，永远不要放弃拼搏”的表现，充分展示了为梦想拼尽全力、为胜利坚持到底的坚韧与顽强……新时代是奋斗者的时代。,0,0,0,0,0,0,0,0,1,1,0,0
第十二届全国少数民族文学创作骏马奖今日在京揭晓。冯良（彝族）的《西南边》等5部长篇小说、海勒根那（蒙古族）的《骑马周游世界》等5部中短篇小说、阿克鸠射（彝族）的《悬崖村》等5部报告文学、冯娜（白族）的《无数灯火选中的夜》等5部诗歌、阿微木依萝（彝族）的《檐上的月亮》等5部散文，以及哈森（蒙古族）等5位翻译家获奖。骏马奖是由中国作家协会、国家民族事务委员会共同主办的国家级文学奖。本届评奖的征集工作自今年3月1日启动，5月31日截止，共有376部作品和20名译者符合参评条件。最终，评选出25部获奖作品和5名获奖译者，涵盖16个民族。本届参评作品特别是获奖作品，体现了我国少数民族文学事业蓬勃发展的良好态势。老中青三代作家共同发力，各类文体都涌现了众多优秀之作，充分展现了作家们坚持以人民为中心的创作导向，深入生活、扎根人民，用文学作品反映现实生活、书写时代变革、讴歌社会发展所取得的丰硕成果，折射出近年来我国少数民族文学创作多姿多彩、生动活泼的局面。,0,0,1,1,0,0,0,0,0,0,0,0
第十九届“汉语桥”世界大学生中文比赛埃及大区赛决赛日前在开罗举行。本次比赛以线上方式举行，来自埃及5所高校的8位选手进入决赛，比赛分演讲和才艺表演两部分。演讲主题为“天下一家”。选手们纷纷分享了自己与中文结缘的故事。艾因夏姆斯大学孔子课堂的文昊曾到过中国多地，并结识了不少当地朋友。他说：“汉语为我们架起沟通的桥梁，促使我们不断努力学习。”苏伊士运河大学的桑英杰说：“汉语丰富了我的人生。”苏伊士运河大学四年级学生王淼说：“汉语是一座桥，这座桥让不同文化的人走进同一个温暖的家。”在才艺表演环节，选手们铆足了劲儿，亮出“十八般武艺”。有妙语连珠的绕口令和快板，有中国流行歌曲演唱，还有太极剑表演、模仿秀等。文昊表演的相声博得一片掌声，最终获得本次比赛特等奖。他将代表埃及参加第十九届“汉语桥”世界大学生中文比赛全球总决赛。中国驻埃及大使馆公使肖军正表示，汉语是中埃友谊的桥梁，是了解中华文化的一把钥匙。学好汉语、了解古老东方智慧，有助于中埃两国更好地团结合作，共同发展。,0,0,1,1,0,0,0,0,0,0,0,0
第十六届“挑战杯”北航投全国大学生课外学术科技作品竞赛终审决赛12日在北京落下帷幕。本届竞赛自启动以来1573所高校举办、近300万青年学生参与了校级赛事。经过省级赛事选拔，内地1513件作品参加国赛。预审环节后，786件作品拟授三等奖，426件作品入围终审决赛，另有21件港澳地区作品参加终审决赛。终审决赛期间，来自科研院所、高新企业等的100余名专家评委针对内地作品，评出了35件特等奖作品、105件一等奖作品、286件二等奖作品；针对港澳地区作品，评出了3件一等奖作品、8件二等奖作品、10件三等奖作品。为鼓励持续创新和作品孵化，本届竞赛还评出累进创新奖作品14件。上海交通大学等44所高校获得本届赛事“优胜杯”，北京航空航天大学、清华大学获得本届赛事“挑战杯”。闭幕式还进行了“挑战杯”会旗交接仪式，第十七届“挑战杯”竞赛将由四川大学承办。,1,0,0,0,0,0,0,0,0,1,0,0
第十七届“汉语桥”世界大学生中文比赛暨第十一届“汉语桥”世界中学生中文比赛西班牙赛区决赛6日在马德里孔子学院举行。来自西班牙多地的16名中学生和大学生选手参加了比赛。比赛包括主题为“天下一家”的汉语演讲、即兴问答、才艺表演等多个环节，竞争激烈。最终，来自大加纳利斯拉斯帕尔玛斯大学孔子学院的阿达依·古斯曼获大学组第一名，来自安达卢西亚孔子课堂的克劳迪娅·拉拉获中学组第一名，他们将和另一名中学组获奖学生一起代表西班牙赴华参加“汉语桥”总决赛。中国驻西班牙大使吕凡向比赛冠军获得者颁发了奖牌，并预祝他们在决赛中取得好成绩。“汉语桥”比赛由中国国家汉办举办，已成为外国学生学习汉语、了解中国的重要平台和知名品牌。近年来，西班牙汉语热持续升温，目前在西班牙共设8所孔子学院，另有40多所大学和200多所中小学教授汉语，全国学习汉语的人数超过4万人。,0,0,1,1,0,0,0,0,0,0,0,0
第十七届环青海湖国际公路自行车赛3日在宁夏银川市迎来第十二赛段的比赛。经过近3小时的争夺，西班牙布尔戈斯车队的洛佩兹·达尼获得赛段冠军。银川赛段共有22支队伍参赛，赛段全程107公里，共设3个途中冲刺点。选手从银川市人民广场出发，骑行28公里到银川市滨河新区景城公园，然后绕景城公园骑行6圈，每圈长度13.14公里。来自土耳其托库车队的巴尔干·奥努尔和米奇顿单车交易车队的汉尼斯·雅各布分列第二、第三名。本赛段结束后，象征个人总成绩第一的黄衫以及象征爬坡王的圆点衫，继续由哥伦比亚曼萨纳车队的赫尔南·阿吉雷持有。代表冲刺总积分领先的绿衫由法国马赛车队的琼斯·布伦顿持有，亚洲最佳的蓝衫则由北京喜德盛—伊诺华洲际队的大卫德诺克·伊俐亚持有。本届环湖赛最后一个赛段——甘肃省兰州新区绕圈赛将于4日举行。,0,0,0,1,0,0,0,0,0,0,0,0
——第十三届中国摄影金像奖获奖者代表作品选登第十三届中国摄影艺术节将于12月20日在河南省三门峡市举行，第十三届中国摄影金像奖将在艺术节期间颁发。中国摄影金像奖是由中国文联、中国摄影家协会共同主办的摄影领域全国性最高个人成就奖，旨在表彰和奖励在摄影创作领域取得优异成绩的德艺双馨摄影家。经中国文联1月25日正式批复，第十三届中国摄影金像奖评选结果揭晓19人经公示无异议，分获纪实摄影类、艺术摄影类和商业摄影类奖项。这19位获奖者，作为广大摄影人的优秀代表，用光与影记录历史、讴歌时代、礼赞人民，用心按动每一次快门，以影像为语言，用作品传递和凝聚力量。他们的作品，有的表达了对生命的敬畏，有的定格了动人的瞬间，有的记录了自然的壮观，有的体现出时代的脉动，在光影交织之间，实现了艺术性和思想性的统一。本期视觉版选取获奖者部分代表作品，以飨读者。,0,0,1,0,0,0,0,0,1,1,0,0
第十一届中国国际商标品牌节7月6日至8日在宁夏银川市举行，共有来自全国的748家品牌企业参展。本届商标品牌节以“加强商标品牌保护，共建创新发展之路”为主题，分别举办了中国商标年会、中国品牌经济高峰论坛、中华品牌商标博览会、首届中华商标协会全国高校商标热点问题辩论赛、第三届中华商标创意设计大赛等多项主题活动。在核心活动中国品牌经济高峰论坛上，来自中国工程院、中国人民大学的学者、教授和知名企业的领军人等，围绕国家知识产权战略及商标品牌战略实施，建设知识产权强国、营造公平竞争的市场环境、加强品牌国际合作等题目分享前沿观点。据介绍，一年一度的中国国际商标品牌节，是国内商标品牌领域的盛会，是理论实务界研讨交流的平台，更是展示中国企业自主品牌创新成果的窗口。自2005年以来，中国国际商标品牌节已连续举办了十届，吸引了国内外广大商标从业者的积极参与，得到了社会各界的广泛关注。本届商标品牌节被国务院《“十三五”国家知识产权保护和运用规划》列为知识产权重大宣传活动。,0,0,0,1,0,0,1,1,0,0,0,0
第五届四川国际旅游交易博览会7日在四川乐山峨眉山市开幕。本届展会的主题是“美好生活引领优质旅游”，来自58个国家和地区的3000余名嘉宾参会。本届展会主要内容包括2018中国特色旅游商品大赛、“一对一”洽谈交易、旅游惠民产品交易、旅游商品洽谈交易，并有峨眉高峰论坛、旅游扶贫助力乡村振兴论坛、旅游人才峰会、旅游大数据论坛、“峨眉论道”之PPP精准扶贫等5个论坛。展会邀请了美国、韩国等37个国家和地区的150家境外旅行商作为买家，川、云、贵、渝、陕5省市的相关企业作为卖家，齐聚交易洽谈馆“一对一”配对洽谈。据悉，本届展会创新设立旅博会“主题省”机制，抓住西成高铁打通四川北上大动脉契机，邀请陕西省作为“主题省”，推动两省旅游线路和资源整合。大会还邀请巴中市作为“主题市”，加强客源互送，推动开放、互利、共赢、联动发展。展会主宾国尼泊尔国家文化旅游民航部部长拉宾德拉·阿迪卡里率团出席，致力于同乐山开展旅游、文化、教育和农业方面的合作。,1,0,0,1,0,0,1,0,0,0,0,0
第一，坚持平等互信。平等相待、互尊互信是维护安全的基本前提。历史一再证明，破坏主权平等原则，动辄搞强权政治、军事干涉和“民主改造”，只会为冲突动荡埋下祸根。各国应秉持安全不可分割原则，推动建设相互尊重、公平正义、合作共赢的新型国际关系，坚持通过对话协商消弭冲突，通过国际合作应对非传统安全威胁，携手构建人类安全共同体。,0,0,0,1,0,1,0,0,0,0,0,0
第一次听说白菜别名叫“菘”时，心里跃起一个激灵。这让我想为新认识的“菘”写点什么。中国是白菜的原产地。古老诗集《诗经》中曾唱道：“采葑采菲，无以下体。”“葑”逐渐变身为“菘”，是为白菜的古称。千百年来，当园圃里的菜蔬们渐次退场，只有白菜坚守到小雪时节，它更像是大地的呼吸，与松一般有不畏霜寒的傲骨。当第一场冬雪覆盖大地，白菜便已整理好行李，准备要离开土地了。虽然最外层的叶子依然舒展如裙摆般松散，但内层已包裹紧密，捏一捏顿感踏实。如此瓷实便可承受长途运输之颠簸。别看白菜窝在垄间其貌不扬，叶子并无精致讲究的姿态，但是从离地几米的视角俯视它们，却有震撼的观感。一朵朵花苞葱葱翠翠、圆圆滚滚、层层叠叠，像浸染了青汁，颜色顺着鼓胀的曲线，由浓而淡滑落。每年收白菜的季节，奶奶伛偻的腰更弯了。她将背拉成一道弓，面向泥土蓄力，拢起白菜外层散乱的叶子，拉住根部轻轻一拽。片刻前还直挺挺的白菜，立刻倒在一旁。爷爷有时会抡起锄头，把白菜根从泥土里钩拽出来，白菜顺势在地垄里打个滚，被爷爷的大手一把捉住，丢进柳条筐。手推车上摞起、坐稳，白菜们便跟着农人回了家。带着泥土的白菜要先晾晒三四天，直到外层的绿叶萎蔫，变得像纸一样皱而干，形成一层天然的保护膜。那些秋虫的浅吟低唱、寒生露凝、弯月银霜等自然风物统统封进心里，从此缄口。,0,0,1,0,0,0,0,0,0,0,0,0
电动自行车锂电池强制性国标公布，并将于11月1日正式实施；江苏南京实施电动自行车赋码管理，建立精准高效的全链条安全监管；7月1日施行的新版《重庆市消防条例》规定，禁止携带电动自行车进入电梯轿厢……入夏以来，针对电动自行车的安全治理实招频出。当前，我国电动自行车社会保有量已超3.5亿辆。确保电动自行车行驶在安全、规范的轨道上，事关人民福祉，事关高质量发展。没有安全的发展是脆弱的。如今，我国是电动自行车生产、消费大国，电动自行车已成为群众短途出行的重要交通工具。然而，电动自行车非法改装和违规使用，不仅导致交通安全事故频发，也存在火灾、触电等隐患。据国家消防救援局统计，2023年全国共接报电动自行车火灾2.1万起，相比2022年上升17.4%。对电动自行车安全隐患开展全链条整治，刻不容缓，势在必行。安全不是喊出来的，而是抓出来、管出来的。坚持问题导向，开展专项整治，才能让安全的堤坝得到持续加固。今年5月23日，全国集中组织开展电动自行车夜查行动，现场劝导搬离违规停放充电的电动自行车29.8万辆，依法对存在严重违法行为的689家单位、856家物业服务企业进行立案处罚。针对电动自行车非法改装、违规停放充电等问题，消防、公安、市场监管、住建、应急等部门必须常态化开展联合执法，动真格纠治惩办，确保对问题单位和问题企业形成有效震慑。,0,0,0,1,0,0,0,1,0,0,0,0
电影《解密》与观众见面了，作家麦家说：“这部电影，我看了两遍，还想看第三遍。”小说《解密》与《暗算》《风声》合称“三部曲”，为作家麦家贴上谍战叙事的“标签”。《解密》写了11年，被翻译成30多个语种，在100多个国家和地区出版发行。麦家的小说曾被改编为4部电影、8部电视剧，一次次在银幕和荧屏掀起谍战浪潮。在《暗算》《风声》拥有多个影视改编版本之后，如何将《解密》成功改编为电影，一直备受关注。从小说到电影，叙事变化中蕴藏了哪些艺术密码？文学携手影视，如何开拓新的艺术空间、抵达新的艺术高度？日前，记者为此专访了麦家。从获得版权到上映只用了两年，改编从“想而不成”到“水到渠成”，电影工业是打开《解密》这扇门的钥匙《解密》是麦家的第一部长篇小说，也是他“人生中的一块磨刀石”。从1991年落笔，到2002年小说出版，再到2024年电影上映，兜兜转转30多年。主题思想的世界性、题材内容的稀缺性和人物形象的独特性，赋予这部小说“异质”的光芒。电影改编的版权几经辗转，从国内到国外，从名导到新人，不下6位导演想要将《解密》搬上银幕，却始终“想而不成”。电影《解密》讲述了数学奇才容金珍成长为破译密码的专家、在隐蔽战线奋战一生的故事。麦家曾做过职业编剧，深知改编的难点：“小说与电影的距离非常远，关键在于如何走进容金珍这个人物的意识世界。”,0,0,1,0,0,0,0,0,0,1,0,0
丁俊晖无缘决赛中国选手丁俊晖19日在伦敦进行的斯诺克大师赛半决赛中，在0∶4落后英国选手奥沙利文的情况下奋起直追，连下3局并差点打出一个满分147，但最后仍以3∶6告负，无缘决赛。这是两人第二十次交锋，奥沙利文以13胜3平4负处于优势。不过，丁俊晖已经取得了8年来在大师赛上的最好成绩，自201年赢得冠军后，他在2012年到2016年连续5年首轮失利，2017年晋级第二轮，去年再次“一轮游”。此次晋级半决赛也为他赢得了5万英镑（约44万元人民币）的奖金。奥沙利文曾7次赢得大师赛冠军，是历史上赢得这项冠军次数最多的球员。本赛季他状态神勇，已经赢得了3项大赛冠军，他将在决赛中迎战世界排名第五的特鲁姆普，后者在当日另外一场半决赛中，以6∶4击败了罗伯逊。,0,0,0,0,0,0,0,0,0,1,0,0
丁俊晖赵心童晋级16强中国选手丁俊晖14日在威尔士斯诺克公开赛第三轮的比赛中，以4∶2战胜英国选手乔·佩里，晋级16强。世界排名第八的丁俊晖开场连丢两局，但随后连赢4局以4∶2战胜了世界排名第十九位的44岁老将佩里。这是两人第二十一次交锋，丁俊晖15胜6负。丁俊晖曾在2012年赢得这项赛事的冠军，并在2014年获得亚军。他下一轮的对手是世界排名第102位的奥康纳，后者在第二轮爆冷淘汰了世界排名第七的威尔逊。21岁的赵心童当天以4∶2击败了排在第二十四位的吉米·罗伯逊。,0,0,0,0,0,0,0,0,1,1,0,0
丁立人无缘决赛卡尔森国际象棋网络巡回赛总决赛于北京时间13日结束半决赛争夺，中国棋手丁立人经过苦战不敌世界排名第一的挪威棋手卡尔森，以总比分1∶3落败，无缘晋级决赛。总决赛半决赛采用五场三胜制，决赛七场四胜制，每场比赛进行4盘快棋较量，如打平进入两盘超快棋比拼，再打平进入突然死亡加赛。前三个回合较量，中村光零封杜波夫率先闯进决赛，丁立人则在首回合险胜之后连输两场，第四回合也成为他的生死战。当日比赛卡尔森先下一城，第二局丁立人在精密计算后弃子抢攻，仅31回合就取得胜利，此后两局丁立人攻势连连，但最终都没能拿下比赛，两盘和棋后进入超快棋较量。超快棋首局两人再度弈和，第二局丁立人在一度占据优势的情况下弈出缓手，卡尔森抓住机会赢下比赛，同时也赢得了决赛权。,0,0,0,0,0,0,0,0,0,1,0,0
顶着雾气，踩着露珠，带上相机和望远镜，贵州省毕节市威宁彝族回族苗族自治县人民检察院检察官李爱和同事们再次来到草海国家级自然保护区走访。“来草海越冬的黑颈鹤总数已有2500多只，候鸟总数超10万只。”说起草海保护的实际成效，草海国家级自然保护区巡护员赵国平告诉李爱。与常年巡护的赵国平不同，李爱和同事们从去年开始学习黑颈鹤的相关知识。草海是贵州省最大的天然淡水湖泊，毕节市、威宁县两级检察院围绕以黑颈鹤为代表的鸟类栖息地保护，于去年开展预防性公益诉讼调查。通过向周边村民和相关单位了解情况，检察官进一步发现影响黑颈鹤栖息环境的相关问题。在与赵国平等巡护员的多次交谈中，检察官们得知，城市灯光也可能影响黑颈鹤休息。“在草海，黑颈鹤有7个相对固定的夜栖地，地理、植被和人为干扰是影响黑颈鹤栖息地选择的关键因素。”李爱说。草海保护区紧邻威宁县城，随着城市发展，县城部分高层建筑外墙装有不少高亮度夜景灯光，部分施工塔吊安装了高亮度射灯。调查发现，这些灯光直接照射到黑颈鹤的3个夜栖地，直线距离在1800米至4000米。“考虑到公益诉讼调查的专业性，我们委托专业机构对候鸟夜栖地附近的光照强度进行检测，结果显示部分光照强度确实超标。”李爱说。针对调查实际，毕节市、威宁县两级检察院组织草海黑颈鹤栖息地保护公益诉讼案专家评估咨询会，邀请相关专家参与评估咨询。,0,0,0,1,0,0,0,1,0,0,0,0
东帝汶总理鲁瓦克近日表示，中国之所以能取得举世瞩目的发展成就，与中国共产党的有力领导密不可分。相信在中国共产党的领导下，中国的未来一定会更加美好。希望未来两国间的合作能更上一层楼。许宁宁表示，两国是平等相待、相互支持、合作共赢的典范。近些年来，中方积极支持东帝汶抗疫、公务员和技术人员培训、基础设施建设，由中方承建的帝坝港成为东帝汶首座现代化港口，也是该国建国以来最大的基础设施项目。东帝汶自2011年正式申请加入东盟。11月11日召开的东盟峰会通过的《关于东帝汶申请加入东盟的声明》写道，原则上接受东帝汶为东盟第11个成员国；给予东帝汶观察员地位，并允许东帝汶参加所有东盟会议。东帝汶政府日前发表声明表示，感谢所有东盟成员国的支持与援助，在落实东盟制定的东帝汶成为东盟正式成员的路线图后，希望明年正式加入东盟。,0,0,0,1,0,1,0,0,0,0,0,0
东非大裂谷纵贯肯尼亚南北，为当地带来丰富的地热资源。该国最大的火山口——梅嫩加伊火山口位于肯尼亚第四大城市纳库鲁以北约10公里。2021年，梅嫩加伊地热开发项目正式启动，一期规划的发电装机容量为105兆瓦。其中，由浙江开山集团（开山集团）总承包的35兆瓦地热发电站——索西安地热电站已于去年6月底投产送电。这是非洲首个从设计到建设、调试完全由中国企业独立完成的地热发电站。“这是同期规划中最早完工、最早投产的发电站。”业主方肯尼亚索西安能源有限公司项目经理摩西·罗蒂奇告诉记者，从获得总承包资质到确定设计方案，再到开工建造、设备调试、投产送电，开山集团一直保持很高的工作效率，“中企工作人员的敬业精神值得敬佩”。中国技术和设备也具有明显的优势。开山集团肯尼亚项目负责人李海涛介绍，相比其他国家企业的设备，开山集团的设备每年停机检修的必要时长更短，全年发电总时长已突破8000小时，达到世界领先水平。“采用传统技术的地热发电项目建设周期长、成本高，平均运行时间有限，而我们自主开发的地热井口模块电站技术很好地解决了这些问题。”李海涛说。肯尼亚制定的“2030年愿景”提出，该国将在2030年前实现地热发电量占总发电量60%的目标。罗蒂奇表示：“中企为我们开发地热资源带来全新技术，索西安地热电站设备的稳定高效运行，充分说明中国技术值得信赖。,1,0,0,1,0,0,0,0,0,1,0,0
东南考古研究基地这种国家、省、县合作模式产生了“化学反应”，各级专家不定期的授课、重大考古项目的开展，带动当地青年人才快速成长，公众对文物考古的热爱已转化成将乐文博事业发展最大的优势。11月29日，国家文物局在京召开“考古中国”重大项目重要进展工作会，中国社会科学院考古研究所研究员周振宇汇报了“南岛语族起源与扩散研究”取得的进展。自2021年该研究纳入“考古中国”重大项目，考古人在福建平潭启动了西营、壳丘头、东花丘、龟山等遗址的考古，初步构建了东南沿海与岛屿地区距今约8300年至3000年的时空框架和社会结构，为探寻南岛语族起源之谜提供了线索。一年的考古工作进入收尾阶段，在平潭的考古人员陆续回到设在三明市将乐县的东南考古研究基地，进行室内的修复整理。说起来，周振宇和他的同事们已经在这个基地工作了整整10年。2012年，周振宇参加在福建开展的史前文明考古创新工程专题调研，和福建博物院的同行一起勘察将乐县的岩仔洞等遗址。“福建史前考古发掘遗址较少、各地区工作不均衡，导致史前考古学文化谱系存在一些缺环，建立一个东南考古基地十分迫切。”他们的想法得到一致赞同。基地从酝酿到建成，只用了半年。2013年12月10日，由中国社科院考古所、福建博物院和将乐县人民政府共同组建的东南考古研究基地正式落成。,0,0,1,1,0,0,0,0,0,1,0,0
冬日里，陕西省富平县曹村镇太白村的房前屋后，挂起一片片火红的柿子。削柿皮、晒柿饼，家家户户忙前忙后。地处渭北高原、乔山南麓的太白村，土壤肥沃、光照充足、昼夜温差大，是富平尖柿的优质产区。咬一口外裹雪白糖霜的富平柿饼，冰凉绵糯、香甜四溢。“种柿子不只是份营生，更是我大半辈子的爱好。”59岁的村民陈建社在网上发布柿子种植和柿饼加工的短视频，颇受欢迎。房前屋后种了10亩柿子树，陈建社去年挣了10万多元。“我是大福柿子专业合作社的社员。在合作社，柿子卖钱、打工挣钱、股金分红。”陈建社说。走进位于太白村的大福柿子合作社，首先映入眼帘的是一面照片墙。“我们把每名合作社社员的照片都挂在这里，目前合作社带动了386户1596人靠柿子增收致富。”合作社负责人陈平说。往里走，是一条现代化柿饼加工生产线，无菌烘房、全自动削皮机等加工设备一应俱全。“先进设备的引入，让传统的加工周期缩短了一半。产品好、上市早，是我们联农带农的底气。”陈平说。近年来，富平柿子产业链越拉越长，柿子酒、柿子醋、柿子零食、柿子面膜、柿子酵素等琳琅满目。,1,0,0,1,0,0,0,0,0,1,0,0
